File	Left Context	Hit	Right Context
wiki_corpus.txt	lirik divanları «Báhárstan» atlı prozalıq-tárbiyalıq (didaktikalıq) dóretpeleri keń abıray-ataqqa iye boldı. A.Jámiy 1492-jılı Xiratta qaytıs boladı. A.Jámiydiń kórkem dóretiwshiligi tájik xalqınıń 	mádeniy 	tariyxında ǵana emes, al pútkil orta shıǵıs mádeniy ómirinde úlken waqıya boldı. Onıń dóretpeleri Orta Aziyadaǵı kópshilik xalıqlarǵa keńnen málim. A.Jámiy Álisher Nawayınıń 
wiki_corpus.txt	gimn retinde qaraqalpaq xalqınıń azatlıq gúresleriniń negizinde turdı. Ájiniyazdan bizge hár qıylı temada jazılǵan bir júz eliwge jaqın lirikalıq qosıqları miyras bolıp qaldı. Ol qaraqalpaq 	ádebiyatı 	tariyxında asa bilimli lirik shayır bolıp qalıw menen birlikte, óz qoljazbaların miyras etip qaldıra alǵan belgili kórkem sóz iyeleriniń biri. Sonday-aq, qaraqalpaq ádebiyatına 
wiki_corpus.txt	desek boladı. Bul aytısta kórkem sózdi qurastırıwdıń sonday mánili úlgileri bar, bulardı basqa aytıslardan tabıw qıyın. Haqıyqatında da eki tuwısqan xalıqlar shayırlarınıń aytısı folklordıń tariyxında, 	ádebiyatımız 	tariyxında bezep turadı. Sonday-aq Mansur menen Dámenin, Altın menen Seydalının aytıslarının da áhmiyeti úlken. Solay etip qaraqalpaq folklorındaǵı juwap aytısları menen awızeki, júzbe-
wiki_corpus.txt	h.t.b. shıǵarmaların tárip mazmunınıdaǵı qosıqlar qatarında atap ótiwimiz múmkin. Poeziyanıń qunlılıǵı da sonda, meyli jazılǵanınan baslap qansha jıllar, neshshe ásirler ótse de, meyli 	xalıqlar 	tariyxında qanday jámiyetlik jaǵdaylar ornamasın, meyli ádebiyatqa, mádeniyattqa qanday talaplar qoyılmasın, xalıq kewlindegi arzıw-armanın, maqset-tilegin sáwlelendirgen qosıq óziniń máńgi qunlıǵın joǵaltpaydı. Buǵan 
wiki_corpus.txt	óz xalqına jetkeriwdi maqset etti. Shıǵıs klassikleriniń ájayıp dástúrlerin úyrendi. Dóretiwshiligi. Bozataw poeması Ájiniyaz shayırdıń tvorchestvasınıń eń joqarǵı shıńı bolıp esaplanadı. Shayırdıń «Bozataw» poeması qaraqalpaq 	xalqınıń 	tariyxında óshpes iz qaldırǵan tariyxıy waqıya — 1858-1859 jıllardaǵı Qońırat kóterilisi waqıyaları negizinde jazılǵan. Ájiniyaz bul dáwirde naǵız shaǵına jetken jas jigit bolıp er jasqa shıqqan 
wiki_corpus.txt	qaldı. Teńiz 1870-jılları Sarı qamıs kóli menen baylanısta bolǵan dep kórsetedi. Rossiya eń birinshi ret Aral teńizine óz kemesin 1853-jılı túsirdi. 188-jıl A.Nikolaevtiń basshılıǵında 	Aral 	teńizine ekspeditsiya shólkemlestirildi. Aral teńizniń arqa bóleginde akademik L.Berg teńizdiń balıqlar dúnyasın izertledi. Teńizdi balıqshılıq retinde paydalanıw maqsetinde patsha Rossiyası 1905-ılı jańa temir 
wiki_corpus.txt	úlken mámleketler esaplanadı. Uzın, tiykarınan qurǵaq jer batısta Evropa menen Azianı ajıratıp turadı. Bul shegara Arqa-Qubla tárepke Rossiyada Ural tawlarına shekem, Ural daryası boylap 	Kaspiy 	teńizine hám Kavkaz tawları arqalı Qara teńizge shekem dawam etedi. Rossiyanıń tórtten úsh bólimi Aziada, al qalǵan bólimi Evropada jaylasqan. Azia basqa tórt mámleketlerinińde 
wiki_corpus.txt	jasalǵan qayıqlarda júzip balıq awlaydı hám qamıstan jasalǵan úylerde jasaydı dep jazıp ketken. Sońǵı XVI-XVII ásirlerdiń baslarında Jańa Qosjetpes, Uyalı, Vozrojdenie atawları payda boldı. 	Aral 	teńizine Jańa dárya 1819-jıldan baslap suw quyıwın toqtattı, al Quwan dárya 1823-jıldan suw quymay qaldı. Teńiz 1870-jılları Sarı qamıs kóli menen baylanısta bolǵan dep 
wiki_corpus.txt	ótkenlikleri haqqında maǵlıwmatlar joq. Al, Boranbaydıń Ǵarǵabay degen, Qoshqarbay, Mayanbay, Sáńgirbay degen tórt balası bolǵan. Eń úlkeni Ǵarǵabay — yaǵnıy Berdaqtıń ákesi kembaǵal turmıs keshirgen. Ámiwdáryanıń 	Aral 	teńizine quyar salalarınıń biri jaǵasında Aqqala, Quwlı kól degen jerlerde jasaǵan. Bul jerlerde tiykarınan qaraqalpaqlardıń Múyten, Qoldawlı urıwları tirishilik etken. Ǵarǵabaydıń — Ótepbergen, Nurmaq, Ermaq, 
wiki_corpus.txt	Teńiz kaynozoy erası ortalıǵında 21 mln. jılı, 1200-jıl burın Aral teńizi Kaspiy teńizi menen baylanısta bolǵan, bul 1573-jılǵa shekem dawam etken. Burın Ámiwdárya (Okus) Uzboy deltasınan 	Kaspiy 	teńizine quyǵan, al Torǵay dáryası Aralǵa quyǵan. Belgili grek alımı Klavdiy Ptolomey 1800-jıl burın jasaǵan bolıp, ol óziniń«Almagest» (Ullı qurılısshı) miynetinde dúnyanıń kartasın 
wiki_corpus.txt	baslap suw quyıwın toqtattı, al Quwan dárya 1823-jıldan suw quymay qaldı. Teńiz 1870-jılları Sarı qamıs kóli menen baylanısta bolǵan dep kórsetedi. Rossiya eń birinshi ret 	Aral 	teńizine óz kemesin 1853-jılı túsirdi. 188-jıl A.Nikolaevtiń basshılıǵında Aral teńizine ekspeditsiya shólkemlestirildi. Aral teńizniń arqa bóleginde akademik L.Berg teńizdiń balıqlar dúnyasın izertledi. 
wiki_corpus.txt	Qırıq ásirden aslam dáwir ishinde jasaǵan 50 patshanıń ómirino óz ishine alǵan. Shayır 35 jıl ómirin usı kitaptı jazıwǵa sarıplaǵan. Shaxnamanı XIX ásirde molla Moyın degen kisi 	qaraqalpaq 	tiline awdarǵan. Biraq bul awdarmanıń nusqası tabılmaǵan. Prof. K.Mámbetov bılay deydi. Biziń úy arxivimizde (Qanlıkólde jasawshı) Qádirimbet degen kisiden alınǵan XIX ásirde kóshirilgen 
wiki_corpus.txt	ayrıqsha orındı iyeleydi. Abay bunnan tısqarı qara sóz benen de násiyatnamalar jazıp, kórnekli rus klassikleri A.S.Pushkin hám M.Yu.Lermontovtıń bir neshe shıǵarmaların 	qazaq 	tiline awdarǵan. Ásirese onıń awdarmasındaǵı A.S.Pushkinniń «Evgeniy Onegin» poeması sátli shıqqan awdarmalardan esaplanadı. Solay etip, Abay XIX ásirde kózge kóringen túrk tilles 
wiki_corpus.txt	Abiddin Juraniy degen kisi tárepinen eski uyǵır háribi menen kóshirilgen. Bunnan basqasharaq bir qoljazba 1480-jılı Ábdurazaq baqsı degen bir adam tárepinen kóshirilgen. Bul nusqa osmanlı 	túrk 	tiline awdarılıp, óz teksti menen qosa 1916-jılı Nájib Asim tárepinen bastırıp shıǵarılǵan. Bunnan basqa arab háribi menen keshirilgen jáne bir qol jazba Berlindegi kitapxanada 
wiki_corpus.txt	xalıqlar tillerine awdarılıp, keń tarqaldı. Ázerbayjan Jazıwshılar Awqamı 1932-jılda shólkemlestirilgen. Ázerbayjan hám ózbek xalıqları áyyemnen ádebiy baylanısta bolıp kelgen. Nizamiy shıǵarmalarınıń ayırımları orta ásirlerde-aq 	ózbek 	tiline awdarılǵan. Sonıń ishinde, Qutb Xorezmiy XIV ásirdiń birinshi yarımında «Hisraw hám Shiyrin» di ózbek tiline ózgertken. Nawayı Nizamiy «Xamsa» sı — «Panj ganj» dan 
wiki_corpus.txt	hám ol haqqında Ullı Pyotrdıń nergi dep atalǵan romanında jazǵan. 19-ásirde Rossiyanıń barlıq aristokrat shańaraqları francuz tilin úyrengen, solay etip Pushkin, onıń ajaǵası hám ajapası 	rus 	tiline qaraǵanda fransuz tilinde jaqsıraq sóylegen hám jazǵan. Balalardı Arina Rodionovna Yakovleva atlı tárbiyashı baqqan. Olardı rus tilin jaqsı kóriwge úyretken usı tárbiyashı boladı. 
wiki_corpus.txt	ádebiy baylanısta bolıp kelgen. Nizamiy shıǵarmalarınıń ayırımları orta ásirlerde-aq ózbek tiline awdarılǵan. Sonıń ishinde, Qutb Xorezmiy XIV ásirdiń birinshi yarımında «Hisraw hám Shiyrin» di 	ózbek 	tiline ózgertken. Nawayı Nizamiy «Xamsa» sı — «Panj ganj» dan ilhamlanıp óziniń bes ullı dástanın jaratqan. Haydar Xorezmiy 15-ásirde Nizamiydiń «Mahzai ul-asror» dástanın, Ogahiy 19-
wiki_corpus.txt	Ájiniyazdıń sál basımlaw bolǵanlıǵı seziledi. Onıń ústine qaraqalpaq shayırınıń «Qaraqalpaq qazaq penen teńbe-teń jurt, kórmeybilmey sırtınan qılma nasaq», dep aytıwı da aytıstıń negizgi túyinin 	sheship 	turǵan sıyaqlı. Shıǵarmalar jıynaǵı: «Tańlamalı shıǵarmaları» (1960, 1988), «Bir páriy» (1993), «Ellerim bardı» (1994), «Bozatawlı názálim» (1995). Qazaq dalalarına barıwı  Ájiniyaz Xiywa mediresesin tamamlaǵannan soń kóp jıllar dawamında Qazaqstanda 
wiki_corpus.txt	ótinishim bar. Meni bet qolıńızdı juwıp tazalap jeseńiz qalay boladı?-depti. Bul ótinish pıshıqqa maqul túsipti de, torǵaydı erkine qoyıp juwına baslaptı. Tap usı waqıtta 	kútip 	turǵan torǵay ushıptı da ketipti. Torǵaydan ayırılıp qalǵan pıshıq "Endigiden bılay awqatlanıp bolıp juwınaman"- dep shárt etipti. Sonnan baslap pıshıqlar awqatlanıp bolıp juwınatuǵın bolıptı. 
wiki_corpus.txt	hayran qalasań. Haqıyqatında pıshıq awqatın jep bolıp turıp awzıbasın juwǵanday bolıp sıypalaydı. Ómir shınlıǵı qanday degen menen de ańızlardıń tiykarǵı mánisin qurap turadı. Hátteki turmısta 	bolmay 	turǵan waqiyalar súwretlengende de onıń mazmunında haqıyqatlıqtıń óz aldına bir súwretleniw ushqınları kórinip turadı.  TITLE: Anatomiya Anatomiyá tiri janlardıń, adamlardıń, haywanlardıń, ósimliklerdiń denelerin úyreniwshi 
wiki_corpus.txt	Dáwqaraev bul qosıqlar haqqında mınaday pikirler aytqan: "Eń aldı menen analar balasınıń keleshegin joybarlaǵan. Balanıń úlkeygende kimdey bolıwı kerekligin, onıń ne islewi kerekligin, balanıń úyleniwinde 	aldında 	turǵan wazıypaların aytıp, náresteni sol wazıypalarǵa biyimlep tárbiyalawǵa tırısqan. Háyyiwde qosıqtıń mazmunı da usı maqsetke ılayıq bolǵan". Mısalı: Háyiw, háyiw qaraǵım-ay, Aynalayın shıraǵım-
wiki_corpus.txt	baylanıslı Xiratqa qaytıp kelgen. Álisher Nawayı Xiratqa qaytıp kelgennen keyin sol waqıtları patsha bolıp turǵan ózinin dostı Xusayn Bayqaranıń birinshi wáziri bolıp tayınlanadı. Ol wázir 	bolıp 	turǵan waǵında átirapına kóp ǵana alım hám dilwarlardı jıynap, Xorasannıń abadanlıǵı ushın xızmet etken. Elde ádalat hám tártip ornatıwǵa belsene qatnasqan. Biraq ózleri Temuriy 
wiki_corpus.txt	birneshe doslar arttırǵan. Sońınan 1469-jılı óziniń dostı Xusayn Bayqaranıń Xorasan taxtın iyelewine baylanıslı Xiratqa qaytıp kelgen. Álisher Nawayı Xiratqa qaytıp kelgennen keyin sol waqıtları patsha 	bolıp 	turǵan ózinin dostı Xusayn Bayqaranıń birinshi wáziri bolıp tayınlanadı. Ol wázir bolıp turǵan waǵında átirapına kóp ǵana alım hám dilwarlardı jıynap, Xorasannıń abadanlıǵı ushın 
wiki_corpus.txt	menen qızlarınan dóregen urpaqları-aqlıq-shawlıqları kútá kóp. Olar sońǵı waqıtlarǵa shekem Moynaq rayonında, Qazaqdárya, Terbenbes jaqlarda, Qaraózek, Taxtakópir, Shımbay rayonlarında turadı. Berdaq shayırdıń sırtqı 	kórinisi 	tuwralı Berdaqtı kórgen-bilgen, Qaraózek rayonınıń 9-awılında jasaytuǵın ǵarrı Xojalepes ulı İbrayım aytiwinsha Berdaq uzın boylı, tolıq deneli, erbiklew qara kisi eken. Pesheneli, qabaq 
wiki_corpus.txt	adam balası» dep baslanatuǵın belgili qosıǵın dóretken. 1977-jili qısta Berdaq shayırǵa arnap Nókis, Qaraqalpaqstanda eskertkish ashıldı. Bul eskertkishti belgili jazıwshı Shıńǵıs Aytmatov ashtı hám ol 	Berdaq 	tuwralı bılay dedi «Ala tawda eń biyik shıńlardı «tuw shoqqı» desedi. «Sol aytqanday, Berdaq kóp milletli tuwısqan ádebiyatlarınıń «tuw shoqqılarınıń biri» («Sovet Qaraqalpaqstanı», 1977-jil 1-
wiki_corpus.txt	edi. Sózi dáste-dáste bolıp uyqasıp bar beredi. Qosıq shıǵarǵanda tolıp ketetuǵın, sol jerde duwtar-duwtarsız da qoya beretuǵın kisi eken (Bul gúrrińdi 1950-jılı avgusta 	Berdaq 	tuwralı maǵlıwmat jıynawǵa jiberilgen ekspediciya aǵzaları A.Dabılov hám K.Berdimuratovlar Xojelepes ǵarrınıń óz awızınan jazıp alǵan. Qol jazba Qaraqalpaq filialınıń kitapxanasında saqlanadı). Qartayǵan 
wiki_corpus.txt	haywanlar — ápiwayılar XVII ásirdiń ekinshi yarımında, ásirese mikroskop payda bolǵannan keyin belgili bola baslaydı. 1845-jılı eń birinshi ret Zibold hám Kyolliker ápiwayılardıń bir kletkalı organizmler 	ekenligi 	tuwralı tusinik islep shıǵadı. XIX ásirdiń aqırınan baslap adam hám haywanlarda awır keselliklerdi payda etetuǵın parazit bir kletkalılardıń dene dúzilisi hám olardıń rawajlanıw cikli 
wiki_corpus.txt	zordan jetedi. Sóytip Petro-Aleksandrovskiyge jete almay-aq Nókisten qaytadı. Sol jılı, 1900-jılı qaraqalpaq xalqınıń ataqlı shayırı hám baqsısı Berdaq Ǵarǵabay ulı Qazaqdáryada qaytıs boladı. 	Ol 	tuwralı zamanlası Ótesh shayır «Berdaq edi shayırlardıń danası, sózine iyildi adam balası» dep baslanatuǵın belgili qosıǵın dóretken. 1977-jili qısta Berdaq shayırǵa arnap Nókis, Qaraqalpaqstanda 
wiki_corpus.txt	N.Baskakov qaraqalpaq folklorın túrlerge bólgende juwap hám aytıstı qız-kelinshekler qosıqlarına kirgizip belgilegen edi. Qaraqalpaq kórkem awızeki dóretpelerin pútini menen izertlew jumısın qolǵa alǵan, 	ol 	tuwralı úlken izertlew dereklerin N.Dáwqaraev óziniń doktorlıq dissertatsiyasınıń birinshi tomın folklorǵa arnap, onnan qaraqalpaq kórkem awızeki dóretpeleriniń janrlarına tallaw bergen edi. 1950-jıllardıń basında 
wiki_corpus.txt	atındaǵı Nókis mámleketlik pedagogikalıq institutınıń jańa imaratı paydalanıwǵa tapsırıldı; 24-sentyabr — Tashkent qalasında Ájiniyaz Qosıbay ulınıń ómiri hám dóretiwshiligine arnalǵan kórgizbe ashıldı; 27-sentyabr — Túrkiyanıń paytaxtı Ankara 	qalasında 	Túrkiy Akademiyası tárepinen túrk tilinde basıp shıǵarılǵan «Karakalpak Şairi Äjiniyaz Kosıbay Ulı» kitabınıń prezentaciyası Ankara Hajı Bayram Veli universitetinde bolıp ótti; 13-noyabr — Berdaq atındaǵı 
wiki_corpus.txt	Akademiyası tárepinen túrk tilinde basıp shıǵarılǵan «Karakalpak Şairi Äjiniyaz Kosıbay Ulı» kitabınıń prezentaciyası Ankara Hajı Bayram Veli universitetinde bolıp ótti; 13-noyabr — Berdaq atındaǵı Qaraqalpaq mámleketlik 	universitetinde 	Túrkiy Akademiyası tárepinen túrk hám ázerbayjan tillerinde basıp shıǵarılǵan «Karakalpak Şairi Äjiniyaz Kosıbay Ulı» hám «Hacıniyaz Kosıbayoğlu: Bəylər, Tərif Edim Qalpaq Yurdunu» kitaplarınıń prezentaciyası 
wiki_corpus.txt	hámme nárseden de shayırshılıqtı maqul kórdi. Dáslepki qosıqları  Onıń eń dáslepki qosıqları on jasınan baslap jazılǵan. Biraq jigirma jasınan baslap jazılǵan qosıqları tolıq saqlanǵan. Basqa 	da 	túrkiy shayırlar sıyaqlı onıń eń dáslepki qosıqları «Álipbe» qosıǵınan baslanadı. Sebebi «Álipbe» qosıq arab háripleri tiykarında uyqas sózlerdi izlew tiykarında payda bolıp, bul usıl 
wiki_corpus.txt	ákesi Qunanbay arasındaǵı qatnaslardıń ózi de XIX ásirdegi Qazaqstannıń social-ekonomikalıq jaǵdayların pútkilley ashıp taslaǵan edi. Abay jaslıǵınan baslap eski mektepte sawatın ashıp, arab, parsı 	hám 	túrkiy tillerin úyrendi. Bul tillerde qosıqlar jazǵan shayırlardıń shıǵarmaları menen tanıstı. Sońınan jáne orıssha mektepte úsh jıl oqıdı. Bul jaǵdaylar onıń Shıǵıs hám Evropa 
wiki_corpus.txt	Qaraqalpaqstanda arab jazıwınan paydalanıp kelindi. Jazıw-sızıw, ilim-bilimlendiriw, mámleketlik isler usı jazıwda júrgizildi. Biziń diyarımızda ata-babalarımızdan miyras bolıp arab tili, arab grafikası tiykarındaǵı 	fars, 	túrkiy tillerinde kóplegen qoljazba hám baspa kitaplar saqlanıp qalǵan. Bul qoljazba hám baspa kitaplarda tariyxımız, mádeniyat, ádebiyat tariyxımız boyınsha ele ilimiy kópshilikke málim bolmaǵan 
wiki_corpus.txt	ilaj shólkemlestirildi. 16-noyabr — «Qaraqalpaqfilm» kinostudiyası tárepinen súwretke alınǵan «Ájiniyaz» filminiń premyerası Qaraqalpaqstan kórkem-óner sarayında bolıp ótti. 3-dekabr ― Túrkiyanıń Istanbul qalasında jaylasqan Istanbul universitetinde «Türksoy» 	xalıqaralıq 	túrkiy xalıqlar mádeniyat shólkemi menen birgelikte «Äjiniyaz, Manevî Dünyanın Ozanı» atlı ámeliy konferenciya bolıp ótti. 4-dekabr ― Túrkiyanıń Istanbul qalasına qaraslı Baǵjılar hákimligi koncert zalında 
wiki_corpus.txt	quraydı hám ol jannıń turpayı materiya menen birigiwinde múmkinshilik beredi. Jansız materiya karmanıń qatnası arqalı Jan menen birigiwi individtiń payda bolıwına alıp keledi. B.e.	sh. 	VI ásirde Hindistannıń arqa betinde Buddizm táliymatı payda boldı. Onıń dóretiwshis suddxartxa Gautaliya, ol keyin ala Budda bolıp ataladı. Buddizmniń orayında tórt shınlıq turadı. 
wiki_corpus.txt	shekemgi IX ásirde Mana patshalıǵı payda boldı. Xojalıq hám mádeniyat anaǵurlım rawajlandı. Eramızǵa shekemgi VII ásir aqırlarında Ázerbayjan hám qońsılas mámleketlerde Midiya mámleketi dúzildi. Eramızǵa 	shekemgi 	VI ásirde húkimet Ahamaniyler qolına ótti. Bul mámleketti Makedoniyalıq Aleksandr áskerleri joq etkennen soń, Atropatena mámleketi payda boldı. Eramızǵa shekemgi III-II ásirlerde házirgi 
wiki_corpus.txt	házirgi Ázerbayjan aymaǵınıń úlken bólegi Albaniya dep ataldı (Qarańız: Kavkaz Albaniyası). Ázerbayjandı basqınshılar kóp ret taladı. Xalıqtıń olarǵa qarsı gúresi, tiykarınan, eramızǵa shekemgi V ásir 	aqırı — 	VI ásir baslarında Mazdakiyler háreketin júzege keltirdi. VIII ásir baslarında Ázerbayjan Arab xalifalıǵı qol astına ótti, islam dini tarqaldı. Bobak kóterilisi, Xurramiyler háreketinde dıyqanlar 
wiki_corpus.txt	hám gúz kitabı (b.e.sh.VI-IV ásirler) etikalıq hám formal máselelerdi sheshiw. Filosofiyanıń rawajlanıwınıń eń áhmiyetlisi bolıp jańalıqlardı jasaw kitabı (b.e.sh. 	XII-	VI ásir) bolıp esaplanadı. Bunda dúnya hám adam haqqındaǵı Qıtay filosofiyasında birinshi túsinikler óz kórinisin tabadı. Bul kitaptıń úsh áhmiyetli bóleklerinen birewi İnv hám 
wiki_corpus.txt	Arxitekturası: Ázerbayjan aymaǵında neolit hám jez dáwirine tiyisli eski arxitekturalıq estelikler: dolmenler, kromlexler, mengirler, qorǵanlardıń qarabaxanaları saqlanıp qalgan. V ásirge tiyisli Lekit awılındaǵı xristianlardıń dóńgelek 	ibadatxanası, 	VI ásirge tiyisli Shıraqqala, VII ásirge tiyisli Mingechaur ibadatxanalar kompleksi dıqqatqa ılayıq. 11-13-ásirlerde Naxichevan hám Shirvan-Apsheron arxitekturalıq mektebi qáliplesti. Saraylar hám meshitler menen 
wiki_corpus.txt	deneni, seziwlerdi, organlardı dúzedi.  TITLE: Qıtay filosofiyası Áyyemgi Qıtay filosofiyası - erteden qáliplesedi. Onda birinshi qosıqlardıń kitabı áyyemgi xalıq poeziyasınıń toplamı bolıp sanaladı (b.e.sh. 	XI-	VI ásirler). Tariyx kitabı (b.e.sh. mıńınshı jıldıń basında) rásmiy hújjetlerdiń tariyxıy waqıyalardıń jazba súwretlemeleriniń jıynaǵı bolıp tabıladı. Tártip kitabı (b.e.sh. 
wiki_corpus.txt	jaratıw, eski tiykarǵı fondlardı modernizatsiyalaw, texnikalıq jaqtan qayta qurallandırıw, rekonstruktsiyalaw hám aylanıs qarjıların tolıqtırıw menen baylanıslı boladı. Bul talaplar bazar konyunkturasınan ǵárezli boladı, olardıń ózgeriwi 	belgili 	waqıt ishinde júz beredi. Sonlıqtanda kárxanalar zárúrli finans (qarjı) resursların belgili múddet dawamında, yaǵnıy olardın islewi ushın qolaylı bazar konyunkturası bar bolıp turǵanda ǵana 
wiki_corpus.txt	nege iye bolsa, sonıń bárin de akcionerdiń úlesi, kapitaldıń, múlktiń, dáramattıń bir bólegine onıń nızamlastırılǵan huqıqı. Jámiyettiń ózi qanshelli jasasa, ol da sonshelli waqıt jasaydı, 	bul 	waqıt ishinde usı akciyanıń kóplegen iyeleri almassa da, eger akcionerlik jámiyet ashıq túrdegi bolsa, onda akcioner akciyalardı jámiyetke qaytarmaw huqıqına iye. Akcioner kapitalı bólinbeydi. 
wiki_corpus.txt	Albert Eynshteyn (; 1879-jıl 14-mart – 1955-jıl 18-aprel) — fizik hám ilimpaz bolǵan. Eynshteyn 1921-jılı fizika tarawı boyınsha Nobel sıylıǵın alǵan. Eynshteyn óziniń jaqtılıq, materiya, awırlıq kúshi, kosmos 	hám 	waqıt haqqındaǵı teoriyaları menen belgili. Bul teoriyalar ilimpazlarǵa zatlardı aldınǵıdan jaqsıraq túsiniwi ushın járdem berdi. Onıń teoriyaları arnawlı qatnas hám ulıwma qatnas teoriyası dep 
wiki_corpus.txt	bul akcionerlik jámiyet nege iye bolsa, sonıń bárin de akcionerdiń úlesi, kapitaldıń, múlktiń, dáramattıń bir bólegine onıń nızamlastırılǵan huqıqı. Jámiyettiń ózi qanshelli jasasa, ol da 	sonshelli 	waqıt jasaydı, bul waqıt ishinde usı akciyanıń kóplegen iyeleri almassa da, eger akcionerlik jámiyet ashıq túrdegi bolsa, onda akcioner akciyalardı jámiyetke qaytarmaw huqıqına iye. 
wiki_corpus.txt	E.Quliyev) dúnyaǵa keldi. 50-70-jılları Ázerbayjan kinematografiyası jana basqıshqa kóterildi. «Ómir imtixanı» (rejissyor Sh. Mahmudbekov), «Balalıqtıń aqırǵı túni» (rejissyor A.Boboev), «Júrek-júrek» (rejissyor E.	Quliyev), «	Waqıt qádiri» (rejissyor G.Seidbeyli) filmlerinde insannıń ishki dúnyası, ádep-ikramlılıq máselelerin ashıp beriwge háreket etildi. Xalıq ótmishin jazıwǵa kirisken G. Seydbeyli, T.Tagizoda, 
wiki_corpus.txt	aylandırılǵan hám Dostoevskiydıń romanlarına úlken tásir kórsetken. Aqırgı jılları  Pushkin óziniń sońǵı jıllarında Sankt Peterburgta húkimet xızmetinde bolǵan. Ol 1831-jılı úylengen hám patsha sarayı jámiyetinde 	kóp 	waqıt ótkeriwge májbúr bolǵan. Ol kóbirek proza jaza baslaǵan. Ol Ullı Pyotr tariyxın hám Kapitan qızı tariyxıy romanın jazǵan. Ol patshadan óz jumısınan bosap, 
wiki_corpus.txt	XII ásirdegi túrk tilles xalıqlar ádebiyatının kórkem sóz sheberleriniń biri Axmed Yugnakiy Yusif Has Hájibten keyingi kózge kóringen ájayıp shayırlardıń biri edi. Shayırdıń tuwılǵan jeri 	sol 	waqıttaǵı Qaraxaniyler mámleketiniń eń kórnekli qalalarınıń biri Yugnak, Túrkstan qalasına jaqın jer dep táriyplenedi. Onıń qaysı jılı tuwılǵanlıǵı belgisiz. Biraqta ol haqqında jazılǵan qosıqta: "
wiki_corpus.txt	bir ájayıp jer) - dep jazıwına qaraǵanda, ózin Axmed Yugnakiy dep ataǵanın eske alǵanımızdá bul shayırdıń shınında da Yugnak qalasında tuwılǵanlıǵınıń guwası bolamız. Yugnak shınında da 	sol 	waqıttaǵı Qaraxaniyler mámleketiniń sotsial-ekonomikalıq jaǵınan rawajlanǵan qalalarınıń biri Túrkistan menen bir qatarda turıp, eski túrki tiliniń rawajlanıwına úlken úles qosqan oraylardıń biri bolıp 
wiki_corpus.txt	iyeleriniń balaların ǵana oqıtatuǵın edi. Biraq Ájiniyazdıń talantlılıǵı, shayırlıǵı kem-kemnen awıl adamları arqalı da tarala baslaydı. Xiywa medireselerinde oqıwǵa tilek bildirgen Ájiniyaz eń aqırında 	sol 	waqıttaǵı ashamaylılardıń belgili ulamalar menen qazılarınan bolǵan Toǵuz qazı menen Molla Qorazlardan járdem soraydı. Usınday kórsetilgen járdemler menen ol Xiywanıń Sherǵazı mediresesine oqıwǵa kiredi. 
wiki_corpus.txt	sóz benen sizge tiyip, ilip sóylese sizde bul kisiniń sózine ılayıqlı poetikalıq sóz benen juwap qaytarıwıńız kerek. Qaraqalpaq dástúrinde juwaptan jeńiliw uyat sanalǵan. Juwap sol 	aytısqan 	waqıttaǵı payt, háreket, waqıya menen baylanıslı boldı. Máselen, jigit úyge kirip kelip, úyde otırǵan qızlardı kózge ilmey sóylegendegi juwap aytıstıń bir túri. Jigit:  - Haw 
wiki_corpus.txt	kóteriw ushın ózine sáykes ustaz taba almay qaladı. Awıl mediresesi dógereginde sawat ashıw Ájiniyaz shayırdı qanaatlandıra almadı. Ol bunnan da tereńirek bilim jolın ańsar edi. 	Sol 	waqıttaǵı Xiywa hám Buxaranıń medireselerinde tiykarınan qaraqalpaqlardıń jergilikli bayları hám din iyeleriniń balaların ǵana oqıtatuǵın edi. Biraq Ájiniyazdıń talantlılıǵı, shayırlıǵı kem-kemnen awıl adamları 
wiki_corpus.txt	ádewir tásirli bolıp shıqqan. Al Farxad obrazı bolsa Xamsada pútkilley jańa obraz. Bul erte dáwirdegi qıssalardıń hesh birewinde de joq. Sonıń ushında Nawayı bul obrazdı 	sol 	waqıttaǵı Xorasandaǵı suw tansıqlıǵı nátiyjesinde ózi oylap tapqan háreketshil obraz. Ol ápiwayı xalıq arasınan shıqan ádalatlı, sadaqatlı hám batır jigit. Al Iskender Zulqarnayın obrazı 
wiki_corpus.txt	úlken húrmet penen qaraydı. Eń birinshi mártebe Xamsa jazıp qaldırǵan Nizamiy Ganjaviydi alǵıslap: Emes ańsat, bul zaman ishinde turmaq, Nizamiy pánjesine pánje urmaq. - dep ayta 	kelip, 	Xamsa avtorları bolǵan úsh ustazına da úlken minnetdarshılıq bildirmekshi boladı. Yaǵnıy: Jollasa bul jolda Nizamiy jolım, Qollasa Xısıraw menen Jámiy qolım. dep jazıp, bul'
wiki_corpus.txt	jazılǵan 'Lisanut-tayr' (Quslar tili) shıǵarmaları ayrıqsha dıqqatqa iye. Ásirese 'Xamsá Alisher Nawayınıń dańqın pútkil álemge jayǵan edi. Álbette xamsa jazıw Kúnshıǵıs ellerinde burınnanaq bar 	dástúr. 	Xamsa dóretiw isinde eliwden artıq shayırlar qatnasqan bolsa da, bul baǵdarda tek tórt adam ǵana putkil dúnyaǵa belgili bolıp qaldı. Bulardan eń birinshi mártebe '
